expNumber,#,datetime,ms,Net_Sent,pgpgin,Tcp_Established,pgmajfault,OperatingSystemImpl.ProcessCpuLoad,OperatingSystemImpl.FreeSwapSpaceSize,pgalloc_dma,OperatingSystemImpl.FreePhysicalMemorySize,Cached,pgfault,Buffers,nr_active_file,nr_inactive_file,Inactive,Tcp_Listen,Net_Received,Tcp_TimeWait,Tcp_Syn,pgdeactivate,Tcp_Close,SwapFree,pgfree,Active,OperatingSystemImpl.CommittedVirtualMemorySize,MemFree,pgpgout,OperatingSystemImpl.ProcessCpuTime,pgactivate
2,26,Tue Apr 18 11:20:19 CEST 2017,1492507219090,0,930857,0,4443,0.1111111111111111,733593600,13613,184893440,182300,1485631,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47186712,1293232,2550022144,180560,320476,3240000000,167706
2,27,Tue Apr 18 11:20:19 CEST 2017,1492507219190,0,930857,0,4443,0.1,733593600,13613,184893440,182300,1485815,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47186852,1293232,2550022144,180560,320476,3250000000,167706
2,28,Tue Apr 18 11:20:19 CEST 2017,1492507219290,0,930857,0,4443,0.1,733593600,13613,184893440,182300,1485999,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47186993,1293208,2550022144,180560,320476,3260000000,167706
2,29,Tue Apr 18 11:20:19 CEST 2017,1492507219390,0,930857,0,4443,0.0,733593600,13613,184893440,182300,1486181,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187132,1293208,2550022144,180560,320476,3260000000,167706
2,30,Tue Apr 18 11:20:19 CEST 2017,1492507219490,0,930857,0,4443,0.09090909090909091,733593600,13613,184893440,182300,1486365,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187273,1293208,2550022144,180560,320476,3270000000,167706
2,31,Tue Apr 18 11:20:19 CEST 2017,1492507219590,0,930857,0,4443,0.1111111111111111,733593600,13613,184893440,182300,1486552,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187412,1293208,2550022144,180560,320476,3280000000,167706
2,32,Tue Apr 18 11:20:19 CEST 2017,1492507219690,0,930857,0,4443,0.1,733593600,13613,184893440,182300,1486735,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187550,1293208,2550022144,180560,320476,3290000000,167706
2,33,Tue Apr 18 11:20:19 CEST 2017,1492507219790,0,930857,0,4443,0.0,733593600,13613,184893440,182300,1486926,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187688,1293252,2550022144,180560,320476,3290000000,167706
2,34,Tue Apr 18 11:20:19 CEST 2017,1492507219890,0,930857,0,4443,0.2222222222222222,733593600,13613,184893440,182300,1487506,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187828,1294792,2550022144,179072,320476,3310000000,167706
2,35,Tue Apr 18 11:20:19 CEST 2017,1492507219990,0,930857,0,4443,0.30000000000000004,733593600,13613,183369728,182300,1487693,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47187967,1294836,2550022144,179072,320476,3340000000,167706
2,36,Tue Apr 18 11:20:20 CEST 2017,1492507220090,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1487875,10940,29504,15019,446420,4,0,0,0,247674,0,716400,47188104,1294836,2550022144,179072,320476,3340000000,167706
2,37,Tue Apr 18 11:20:20 CEST 2017,1492507220190,0,930857,0,4443,0.2,733593600,13613,183369728,182292,1488077,10948,29504,15019,446420,4,0,0,0,247674,0,716400,47188244,1294836,2550022144,179072,320612,3360000000,167706
2,38,Tue Apr 18 11:20:20 CEST 2017,1492507220290,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1488261,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188383,1294856,2550022144,179072,320612,3360000000,167706
2,39,Tue Apr 18 11:20:20 CEST 2017,1492507220390,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1488448,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188518,1294856,2550022144,179072,320612,3360000000,167706
2,40,Tue Apr 18 11:20:20 CEST 2017,1492507220490,0,930857,0,4443,0.1111111111111111,733593600,13613,183369728,182300,1488633,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188654,1294856,2550022144,179072,320612,3370000000,167706
2,41,Tue Apr 18 11:20:20 CEST 2017,1492507220590,0,930857,0,4443,0.1,733593600,13613,183369728,182300,1488818,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188796,1294856,2550022144,179072,320612,3380000000,167706
2,42,Tue Apr 18 11:20:20 CEST 2017,1492507220690,0,930857,0,4443,0.2,733593600,13613,183369728,182300,1489000,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47188934,1294856,2550022144,179072,320612,3400000000,167706
2,43,Tue Apr 18 11:20:20 CEST 2017,1492507220790,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1489183,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47189075,1294856,2550022144,179072,320612,3400000000,167706
2,44,Tue Apr 18 11:20:20 CEST 2017,1492507220890,0,930857,0,4443,0.0,733593600,13613,183369728,182300,1489365,10948,29506,15019,446420,4,0,0,0,247674,0,716400,47189213,1294856,2550022144,179072,320612,3400000000,167706
2,45,Tue Apr 18 11:20:20 CEST 2017,1492507220990,0,930857,0,4443,0.0,731484160,13613,187785216,180444,1489550,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190377,1288004,2550022144,183136,322672,3400000000,167827
2,46,Tue Apr 18 11:20:21 CEST 2017,1492507221090,0,930857,0,4443,0.1111111111111111,731484160,13613,187531264,180444,1489736,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190514,1288004,2550022144,183136,322672,3410000000,167827
2,47,Tue Apr 18 11:20:21 CEST 2017,1492507221190,0,930857,0,4443,0.09090909090909091,731484160,13613,187531264,180444,1489923,10784,29301,14714,449160,4,0,0,0,249510,0,714340,47190653,1288004,2550022144,183136,322672,3420000000,167827
2,48,Tue Apr 18 11:20:21 CEST 2017,1492507221290,0,930857,0,4443,0.0,731484160,13613,187531264,180456,1490105,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47190791,1288008,2550022144,183136,322672,3420000000,167827
2,49,Tue Apr 18 11:20:21 CEST 2017,1492507221390,0,930857,0,4443,0.0,731484160,13613,187531264,180456,1490292,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47190930,1288008,2550022144,183136,322672,3420000000,167827
2,50,Tue Apr 18 11:20:21 CEST 2017,1492507221490,0,930857,0,4443,0.1111111111111111,731484160,13613,187531264,180456,1490473,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191070,1288008,2550022144,183136,322672,3430000000,167827
2,51,Tue Apr 18 11:20:21 CEST 2017,1492507221590,0,930857,0,4443,0.09090909090909091,731484160,13613,187531264,180456,1490656,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191211,1288008,2550022144,183136,322672,3440000000,167827
2,52,Tue Apr 18 11:20:21 CEST 2017,1492507221690,0,930857,0,4443,0.2,731484160,13613,187531264,180456,1490656,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47191211,1288008,2550022144,183136,322672,3460000000,167827
3,1,Tue Apr 18 11:20:21 CEST 2017,1492507221763,0,930857,0,4443,0.6666666666666666,731484160,13613,186007552,180456,1492682,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47193098,1291044,2552127488,179904,322672,3510000000,167828
3,2,Tue Apr 18 11:20:21 CEST 2017,1492507221863,0,930857,0,4443,0.2222222222222222,731484160,13613,182198272,180456,1493993,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47197640,1292804,2553180160,177928,322672,3530000000,167829
3,3,Tue Apr 18 11:20:21 CEST 2017,1492507221963,0,930857,0,4443,0.0,731484160,13613,182198272,180456,1494178,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47202664,1292804,2553180160,177896,322672,3530000000,167829
3,4,Tue Apr 18 11:20:22 CEST 2017,1492507222063,0,930857,0,4443,0.1,731484160,13613,182165504,180456,1494362,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47205699,1292804,2553180160,177896,322672,3540000000,167829
3,5,Tue Apr 18 11:20:22 CEST 2017,1492507222163,0,930857,0,4443,0.0,731484160,13613,182165504,180456,1494548,10784,29303,14720,449184,4,0,0,0,249510,0,714340,47207448,1292804,2553180160,177896,322672,3540000000,167829
3,6,Tue Apr 18 11:20:22 CEST 2017,1492507222263,0,930857,0,4443,0.0,731484160,13613,182165504,180460,1494732,10784,29305,14719,449180,4,0,0,0,249510,0,714340,47207588,1292812,2553180160,177928,322672,3540000000,167829
3,7,Tue Apr 18 11:20:22 CEST 2017,1492507222363,0,930857,0,4443,0.1111111111111111,731484160,13613,182198272,180460,1494919,10784,29305,14719,449180,4,0,0,0,249510,0,714340,47207730,1292856,2553180160,177928,322672,3550000000,167829
3,8,Tue Apr 18 11:20:22 CEST 2017,1492507222463,0,930857,0,4443,0.0,731484160,13613,182198272,180460,1495101,10784,29305,14719,449180,4,0,0,0,249510,0,714340,47207871,1292856,2553180160,177928,322672,3550000000,167829
3,9,Tue Apr 18 11:20:22 CEST 2017,1492507222563,0,930857,0,4443,0.1,731484160,13613,182198272,180460,1495285,10784,29305,14719,449180,4,0,0,0,249510,0,714340,47208010,1292856,2553180160,177928,322672,3560000000,167829
3,10,Tue Apr 18 11:20:22 CEST 2017,1492507222663,0,930857,0,4443,0.0,731484160,13613,182198272,180460,1495469,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47209313,1290436,2553180160,182268,322672,3560000000,168354
3,11,Tue Apr 18 11:20:22 CEST 2017,1492507222763,0,930857,0,4443,0.1111111111111111,731484160,13613,186732544,180460,1495654,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47209449,1290436,2553180160,182356,322672,3570000000,168354
3,12,Tue Apr 18 11:20:22 CEST 2017,1492507222863,0,930857,0,4443,0.2222222222222222,731484160,13613,186732544,180460,1495857,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47209586,1290480,2553180160,182356,322672,3590000000,168354
3,13,Tue Apr 18 11:20:22 CEST 2017,1492507222963,0,930857,0,4443,0.2727272727272727,731484160,13613,186732544,180460,1496042,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47209727,1290480,2553180160,182356,322672,3620000000,168354
3,14,Tue Apr 18 11:20:23 CEST 2017,1492507223063,0,930857,0,4443,0.0,731484160,13613,186732544,180460,1496225,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47209865,1290524,2553180160,182356,322672,3620000000,168354
3,15,Tue Apr 18 11:20:23 CEST 2017,1492507223163,0,930857,0,4443,0.1111111111111111,731484160,13613,186732544,180460,1496408,10784,29822,14202,447112,4,0,0,0,249510,0,714340,47210006,1290480,2553180160,182356,322672,3630000000,168354
3,16,Tue Apr 18 11:20:23 CEST 2017,1492507223263,0,930857,0,4443,0.1,731484160,13613,186732544,180460,1496592,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210142,1290528,2553180160,182392,322672,3640000000,168354
3,17,Tue Apr 18 11:20:23 CEST 2017,1492507223363,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1496775,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210282,1290528,2553180160,182392,322672,3640000000,168354
3,18,Tue Apr 18 11:20:23 CEST 2017,1492507223463,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1496957,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210424,1290528,2553180160,182392,322672,3640000000,168354
3,19,Tue Apr 18 11:20:23 CEST 2017,1492507223563,0,930857,0,4443,0.09090909090909091,731484160,13613,186769408,180460,1497143,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210563,1290528,2553180160,182392,322672,3650000000,168354
3,20,Tue Apr 18 11:20:23 CEST 2017,1492507223663,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1497328,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210702,1290528,2553180160,182392,322672,3650000000,168354
3,21,Tue Apr 18 11:20:23 CEST 2017,1492507223763,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1497510,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210840,1290528,2553180160,182392,322672,3650000000,168354
3,22,Tue Apr 18 11:20:23 CEST 2017,1492507223863,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1497693,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47210976,1290528,2553180160,182392,322672,3660000000,168354
3,23,Tue Apr 18 11:20:23 CEST 2017,1492507223963,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1497880,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211115,1290528,2553180160,182392,322672,3660000000,168354
3,24,Tue Apr 18 11:20:24 CEST 2017,1492507224063,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1498059,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211254,1290528,2553180160,182392,322672,3670000000,168354
3,25,Tue Apr 18 11:20:24 CEST 2017,1492507224163,0,930857,0,4443,0.3,731484160,13613,186769408,180460,1498263,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211394,1290616,2553180160,182392,322672,3700000000,168354
3,26,Tue Apr 18 11:20:24 CEST 2017,1492507224263,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1498445,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211533,1290616,2553180160,182392,322672,3710000000,168354
3,27,Tue Apr 18 11:20:24 CEST 2017,1492507224363,0,930857,0,4443,0.1111111111111111,731484160,13613,186769408,180460,1498638,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211672,1290628,2553180160,182392,322672,3720000000,168354
3,28,Tue Apr 18 11:20:24 CEST 2017,1492507224463,0,930857,0,4443,0.4,731484160,13613,186769408,180460,1498823,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211811,1290672,2553180160,182392,322672,3760000000,168354
3,29,Tue Apr 18 11:20:24 CEST 2017,1492507224563,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1499007,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47211951,1290672,2553180160,182392,322672,3760000000,168354
3,30,Tue Apr 18 11:20:24 CEST 2017,1492507224663,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1499189,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212088,1290672,2553180160,182392,322672,3770000000,168354
3,31,Tue Apr 18 11:20:24 CEST 2017,1492507224763,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1499373,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212227,1290672,2553180160,182392,322672,3770000000,168354
3,32,Tue Apr 18 11:20:24 CEST 2017,1492507224863,0,930857,0,4443,0.2222222222222222,731484160,13613,186769408,180460,1499558,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212365,1290672,2553180160,182392,322672,3790000000,168354
3,33,Tue Apr 18 11:20:24 CEST 2017,1492507224963,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1499739,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212504,1290672,2553180160,182392,322672,3790000000,168354
3,34,Tue Apr 18 11:20:25 CEST 2017,1492507225063,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1499925,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212644,1290672,2553180160,182392,322672,3790000000,168354
3,35,Tue Apr 18 11:20:25 CEST 2017,1492507225163,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1500110,10784,29830,14194,447080,4,0,0,0,249510,0,714340,47212784,1290672,2553180160,182392,322672,3790000000,168354
3,36,Tue Apr 18 11:20:25 CEST 2017,1492507225263,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1500290,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47212921,1290668,2553180160,182392,322700,3790000000,168354
3,37,Tue Apr 18 11:20:25 CEST 2017,1492507225363,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1500475,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213061,1290668,2553180160,182392,322700,3790000000,168354
3,38,Tue Apr 18 11:20:25 CEST 2017,1492507225463,0,930857,0,4443,0.1,731484160,13613,186769408,180456,1500657,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213199,1290668,2553180160,182392,322700,3800000000,168354
3,39,Tue Apr 18 11:20:25 CEST 2017,1492507225563,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1500843,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213338,1290668,2553180160,182392,322700,3800000000,168354
3,40,Tue Apr 18 11:20:25 CEST 2017,1492507225663,0,930857,0,4443,0.1,731484160,13613,186769408,180456,1501026,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213479,1290668,2553180160,182392,322700,3810000000,168354
3,41,Tue Apr 18 11:20:25 CEST 2017,1492507225763,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1501211,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213617,1290668,2553180160,182392,322700,3810000000,168354
3,42,Tue Apr 18 11:20:25 CEST 2017,1492507225863,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1501395,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213756,1290668,2553180160,182392,322700,3810000000,168354
3,43,Tue Apr 18 11:20:25 CEST 2017,1492507225963,0,930857,0,4443,0.2,731484160,13613,186769408,180456,1501577,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47213895,1290668,2553180160,182392,322700,3830000000,168354
3,44,Tue Apr 18 11:20:26 CEST 2017,1492507226063,0,930857,0,4443,0.0,731484160,13613,186769408,180456,1501761,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47214034,1290668,2553180160,182392,322700,3830000000,168354
3,45,Tue Apr 18 11:20:26 CEST 2017,1492507226163,0,930857,0,4443,0.1,731484160,13613,186769408,180456,1501945,10792,29830,14194,447080,4,0,0,0,249510,0,714340,47214173,1290668,2553180160,182392,322700,3840000000,168354
3,46,Tue Apr 18 11:20:26 CEST 2017,1492507226263,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1502127,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47214312,1290680,2553180160,182392,322700,3850000000,168354
3,47,Tue Apr 18 11:20:26 CEST 2017,1492507226363,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1502311,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47214454,1290680,2553180160,182392,322700,3850000000,168354
3,48,Tue Apr 18 11:20:26 CEST 2017,1492507226463,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1502496,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47214592,1290680,2553180160,182392,322700,3860000000,168354
3,49,Tue Apr 18 11:20:26 CEST 2017,1492507226563,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1502680,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47214730,1290680,2553180160,182392,322700,3860000000,168354
3,50,Tue Apr 18 11:20:26 CEST 2017,1492507226663,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1502863,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47214869,1290680,2553180160,182392,322700,3860000000,168354
3,51,Tue Apr 18 11:20:26 CEST 2017,1492507226763,0,930857,0,4443,0.0,731484160,13613,186769408,180460,1503046,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47215005,1290680,2553180160,182392,322700,3860000000,168354
3,52,Tue Apr 18 11:20:26 CEST 2017,1492507226863,0,930857,0,4443,0.1,731484160,13613,186769408,180460,1503046,10792,29832,14194,447080,4,0,0,0,249510,0,714340,47215005,1290680,2553180160,182392,322700,3870000000,168354
